date,slot,event,reason,holding_bars,pnl_since_entry,entry_z,exit_z,capital_frac
2023-10-27 16:15:00+00:00,0,entry,signal_entry,0,0.0,-2.7020889496735307,,0.6573
2023-10-30 14:45:00+00:00,1,exit,z_decay,304,-0.004183052081312444,-2.029638272716074,-0.2855834157161134,
2023-11-03 20:00:00+00:00,0,halt_rehedge,asset_halted,150,0.008791571832370955,-2.7020889496735307,,
2023-11-10 17:30:00+00:00,0,exit,z_decay,271,0.02001917174620519,-2.7020889496735307,-0.28822859341540524,
2024-01-12 16:45:00+00:00,0,entry,signal_entry,0,0.0,2.276637952197552,,0.6696
2024-01-12 20:45:00+00:00,1,entry,signal_entry,0,0.0,1.7774242637499014,,0.3113
2024-01-24 14:30:00+00:00,0,exit,z_decay,180,0.0036169240692152512,2.276637952197552,0.015721407070759055,
2024-01-26 14:45:00+00:00,1,exit,z_decay,219,-0.0020484568247194127,1.7774242637499014,0.24798829651119958,
2024-01-26 17:30:00+00:00,0,entry,signal_entry,0,0.0,2.607628127917188,,0.7669
2024-01-30 18:15:00+00:00,1,entry,signal_entry,0,0.0,-3.026485608248289,,0.1723
2024-02-02 14:30:00+00:00,1,exit,z_decay,66,0.0009601877690629643,-3.026485608248289,-0.016541128446341983,
2024-02-12 14:30:00+00:00,0,exit,z_decay,285,-5.1759012659417965e-05,2.607628127917188,0.20976213352048548,
2024-02-15 20:45:00+00:00,0,entry,signal_entry,0,0.0,-1.9815872640698908,,0.5828
2024-02-16 19:45:00+00:00,1,entry,signal_entry,0,0.0,-1.8347682742574964,,0.4173
2024-02-27 21:00:00+00:00,0,halt_rehedge,asset_halted,190,-0.003173354916250643,-1.9815872640698908,,
2024-02-27 21:00:00+00:00,1,halt_rehedge,asset_halted,167,-0.0024164645515037954,-1.8347682742574964,,
2024-03-11 13:45:00+00:00,0,halt_rehedge,asset_halted,408,0.010523148463690502,-1.9815872640698908,,
2024-03-11 13:45:00+00:00,1,halt_rehedge,asset_halted,385,0.007390246614190114,-1.8347682742574964,,
2024-03-11 19:45:00+00:00,0,exit,z_decay,432,0.013864215151100291,-1.9815872640698908,-0.24281193874873594,
2024-03-11 19:45:00+00:00,1,exit,z_decay,409,0.009782284108383315,-1.8347682742574964,-0.27138902748196436,
2024-03-12 13:30:00+00:00,0,entry,signal_entry,0,0.0,-1.7142652256894357,,0.5042
2024-03-13 13:45:00+00:00,0,exit,z_decay,28,0.004793618849088891,-1.7142652256894357,-0.2593952633489081,
2024-03-18 15:45:00+00:00,0,entry,signal_entry,0,0.0,-1.8349860311098127,,0.5397
2024-03-18 16:15:00+00:00,1,entry,signal_entry,0,0.0,-1.7501192572656175,,0.4564
2024-03-19 16:30:00+00:00,1,exit,z_decay,28,0.005034610619465922,-1.7501192572656175,-0.11678965278849883,
2024-03-20 18:30:00+00:00,0,exit,z_decay,65,0.005578612300445837,-1.8349860311098127,-0.06620131789976384,
2024-03-22 18:45:00+00:00,0,entry,signal_entry,0,0.0,1.9417892510344512,,0.5711
2024-03-26 17:45:00+00:00,1,entry,signal_entry,0,0.0,1.7425746546130543,,0.4152
2024-04-05 13:30:00+00:00,0,exit,z_decay,222,0.003510233865862038,1.9417892510344512,0.2759704889890405,
2024-04-05 13:30:00+00:00,1,exit,z_decay,172,0.0035056688582942694,1.7425746546130543,0.27446898197544306,
2024-04-09 18:45:00+00:00,0,entry,signal_entry,0,0.0,1.8091512963951477,,0.5321
2024-04-10 15:45:00+00:00,0,exit,z_decay,15,0.008227352238749852,1.8091512963951477,0.2714073658037699,
2024-04-11 16:00:00+00:00,0,entry,signal_entry,0,0.0,-1.7107225185497479,,0.5032
2024-04-16 14:00:00+00:00,0,exit,z_decay,73,-0.0032424022409592297,-1.7107225185497479,0.28567091180613324,
2024-04-26 18:15:00+00:00,0,entry,signal_entry,0,0.0,2.116968314552939,,0.6226
2024-05-09 17:45:00+00:00,1,entry,signal_entry,0,0.0,1.756805869493002,,0.3732
2024-05-14 13:45:00+00:00,0,exit,z_decay,306,-0.02578178352928006,2.116968314552939,0.19182960949725364,
2024-05-16 18:45:00+00:00,0,entry,signal_entry,0,0.0,1.842417807459993,,0.5419
2024-05-20 18:15:00+00:00,0,exit,z_decay,52,0.005776341658857918,1.842417807459993,0.12290408665493181,
2024-05-23 13:30:00+00:00,1,exit,z_decay,253,-0.005160987340623005,1.756805869493002,0.16970650423420158,
2024-05-31 18:45:00+00:00,0,entry,signal_entry,0,0.0,3.2838077406496233,,0.9658
2024-06-04 14:45:00+00:00,1,entry,signal_entry,0,0.0,2.489090286302343,,0.03
2024-06-21 18:45:00+00:00,0,exit,z_decay,378,0.0013405618691904714,3.2838077406496233,0.2926527573381486,
2024-06-21 18:45:00+00:00,1,exit,z_decay,340,8.725849741371174e-05,2.489090286302343,0.28907507296010887,
2024-06-26 15:30:00+00:00,0,entry,signal_entry,0,0.0,1.8262889044253332,,0.5371
2024-06-27 15:30:00+00:00,0,exit,z_decay,27,0.004629269638989762,1.8262889044253332,0.09100178246453725,
2024-06-28 18:45:00+00:00,0,entry,signal_entry,0,0.0,2.164624432714132,,0.6367
2024-07-01 18:45:00+00:00,1,entry,signal_entry,0,0.0,2.0479379017281594,,0.3638
2024-07-08 13:45:00+00:00,1,exit,z_decay,88,0.002290324349946638,2.0479379017281594,0.2508863145841993,
2024-07-08 14:30:00+00:00,0,exit,z_decay,118,-0.0032019721732398088,2.164624432714132,0.2666117419536701,
2024-07-08 19:00:00+00:00,0,entry,signal_entry,0,0.0,2.4393788175677495,,0.7175
2024-07-10 18:45:00+00:00,1,entry,signal_entry,0,0.0,1.7364105223880006,,0.2781
2024-07-16 17:30:00+00:00,0,exit,z_decay,156,-0.022429593561542588,2.4393788175677495,0.22685083447548268,
2024-07-17 13:30:00+00:00,1,exit,z_decay,114,-0.0020806886601388835,1.7364105223880006,0.12826339384176366,
2024-07-22 17:45:00+00:00,0,entry,signal_entry,0,0.0,1.722667327119199,,0.5067
2024-07-22 18:45:00+00:00,1,entry,signal_entry,0,0.0,1.8974605355476695,,0.49
2024-08-14 13:30:00+00:00,0,exit,z_decay,442,-0.006268870061439793,1.722667327119199,0.21749776299015333,
2024-08-14 13:30:00+00:00,1,exit,z_decay,438,-0.01450953997278487,1.8974605355476695,0.21955093340638973,
2024-08-14 16:00:00+00:00,0,entry,signal_entry,0,0.0,3.3815177740670626,,0.9946
2024-08-30 17:45:00+00:00,0,halt_rehedge,asset_halted,331,-0.009397446617201868,3.3815177740670626,,
2024-09-06 15:00:00+00:00,0,exit,z_decay,428,0.021357097211581594,3.3815177740670626,0.21948381874298895,
2024-09-19 14:30:00+00:00,0,entry,signal_entry,0,0.0,-1.744762714557627,,0.5132
2024-09-26 15:15:00+00:00,0,exit,z_decay,138,0.001954076232077379,-1.744762714557627,-0.23635105097162928,
2024-10-08 16:15:00+00:00,0,entry,signal_entry,0,0.0,-1.718422363763022,,0.5054
2024-10-08 17:00:00+00:00,0,halt_rehedge,asset_halted,3,9.502634603767352e-06,-1.718422363763022,,
2024-10-11 17:00:00+00:00,1,entry,signal_entry,0,0.0,2.249610794740098,,0.5
2024-10-15 17:45:00+00:00,0,exit,preempted,141,0.011039925212937663,-1.718422363763022,-1.8932908759997786,
2024-10-15 17:45:00+00:00,0,entry,preempt_entry,0,0.0,3.428845399678189,,0.463
2024-10-31 13:30:00+00:00,0,exit,z_decay,307,0.003202224110058142,3.428845399678189,0.26004485296466273,
2024-10-31 14:00:00+00:00,1,exit,z_decay,366,-0.007575994438894444,2.249610794740098,0.2545845428586958,
2024-10-31 19:45:00+00:00,0,entry,signal_entry,0,0.0,-1.7082805932677936,,0.5024
2024-11-04 20:30:00+00:00,1,entry,signal_entry,0,0.0,-1.8306162927404872,,0.4948
2024-12-04 14:30:00+00:00,0,exit,z_decay,596,0.030616780885183246,-1.7082805932677936,0.2543577636521129,
