Date,BAC,C,GS,JPM,MS,WFC
2020-01-02 14:30:00+00:00,35.3832,80.19,231.3,139.6619,51.25,53.68
2020-01-02 14:45:00+00:00,35.39,80.375,231.195,139.635,51.375,53.625
2020-01-02 15:00:00+00:00,35.35,80.365,231.31,139.6216,51.3787,53.59
2020-01-02 15:15:00+00:00,35.32,80.38,231.04,139.43,51.325,53.59
2020-01-02 15:30:00+00:00,35.3,80.395,231.09,139.55,51.33,53.69
2020-01-02 15:45:00+00:00,35.385,80.52,231.74,139.905,51.405,53.745
2020-01-02 16:00:00+00:00,35.4,80.53,231.96,140.06,51.49,53.825
2020-01-02 16:15:00+00:00,35.4346,80.69,232.715,140.135,51.63,53.8025
2020-01-02 16:30:00+00:00,35.4515,80.65,232.75,140.27,51.65,53.86
2020-01-02 16:45:00+00:00,35.5,80.85,233.94,140.48,51.81,53.915
2020-01-02 17:00:00+00:00,35.54,80.855,233.92,140.5147,51.77,53.96
2020-01-02 17:15:00+00:00,35.56,80.96,233.91,140.61,51.765,53.95
2020-01-02 17:30:00+00:00,35.595,81.09,234.2694,140.7266,51.795,53.89
2020-01-02 17:45:00+00:00,35.555,80.985,234.13,140.6,51.77,53.84
2020-01-02 18:00:00+00:00,35.545,80.91,233.97,140.355,51.735,53.8
2020-01-02 18:15:00+00:00,35.5541,80.845,234.03,140.3843,51.735,53.765
2020-01-02 18:30:00+00:00,35.55,80.845,234.21,140.365,51.82,53.76
2020-01-02 18:45:00+00:00,35.53,80.89,234.54,140.355,51.86,53.73
2020-01-02 19:00:00+00:00,35.515,80.89,233.84,140.542,51.855,53.745
2020-01-02 19:15:00+00:00,35.54,80.92,234.19,140.7379,51.88,53.8
2020-01-02 19:30:00+00:00,35.5901,81.0554,234.49,140.8746,51.985,53.795
2020-01-02 19:45:00+00:00,35.6,81.07,234.345,140.9746,51.935,53.76
2020-01-02 20:00:00+00:00,35.615,81.0,234.335,140.8677,51.937,53.735
2020-01-02 20:15:00+00:00,35.635,80.875,234.05,140.815,51.925,53.745
2020-01-02 20:30:00+00:00,35.6,81.02,234.02,140.8215,51.96,53.68
2020-01-02 20:45:00+00:00,35.65,81.26,234.36,141.09,52.06,53.77
2020-01-02 21:00:00+00:00,35.6102,81.05,234.32,140.28,52.04,53.7298
2020-01-03 14:30:00+00:00,34.985,79.885,230.78,138.11,51.04,53.03
2020-01-03 14:45:00+00:00,34.92,79.71,231.26,138.1253,51.02,53.15
2020-01-03 15:00:00+00:00,34.9399,79.83,230.87,138.015,50.98,53.0634
2020-01-03 15:15:00+00:00,35.0,79.795,231.05,138.24,50.98,53.09
2020-01-03 15:30:00+00:00,35.055,79.985,231.93,138.44,51.18,53.1
2020-01-03 15:45:00+00:00,34.945,79.78,231.57,138.3289,51.0654,53.095
2020-01-03 16:00:00+00:00,35.004,79.92,231.74,138.3802,51.245,53.2046
2020-01-03 16:15:00+00:00,35.0,79.9753,231.81,138.4888,51.255,53.2766
2020-01-03 16:30:00+00:00,35.0368,80.11,232.1,138.7599,51.36,53.37
2020-01-03 16:45:00+00:00,35.0351,80.2,232.205,138.7,51.335,53.33
2020-01-03 17:00:00+00:00,35.115,80.315,232.14,138.845,51.34,53.39
2020-01-03 17:15:00+00:00,35.09,80.38,232.05,138.965,51.34,53.465
2020-01-03 17:30:00+00:00,35.13,80.505,232.18,139.075,51.365,53.55
2020-01-03 17:45:00+00:00,35.1,80.41,232.13,139.17,51.34,53.5652
2020-01-03 18:00:00+00:00,35.065,80.33,231.99,139.06,51.24,53.52
2020-01-03 18:15:00+00:00,35.09,80.3543,231.91,139.07,51.215,53.595
2020-01-03 18:30:00+00:00,34.985,80.125,231.34,138.74,51.12,53.455
2020-01-03 18:45:00+00:00,34.98,80.08,231.31,138.765,51.17,53.5
2020-01-03 19:00:00+00:00,34.915,79.96,230.91,138.6315,51.03,53.395
2020-01-03 19:15:00+00:00,34.925,79.9,231.135,138.58,51.09,53.395
2020-01-03 19:30:00+00:00,34.95,79.975,231.12,138.76,51.09,53.475
2020-01-03 19:45:00+00:00,34.94,80.01,231.11,138.735,51.12,53.475
2020-01-03 20:00:00+00:00,34.96,79.995,231.38,138.665,51.195,53.49
2020-01-03 20:15:00+00:00,34.935,79.925,231.29,138.61,51.17,53.43
2020-01-03 20:30:00+00:00,34.955,79.9,231.285,138.705,51.155,53.39
2020-01-03 20:45:00+00:00,34.9,79.69,231.51,138.28,51.19,53.41
2020-01-03 21:00:00+00:00,34.93,79.7,231.51,138.34,51.2,53.42
2020-01-06 14:30:00+00:00,34.695,78.95,230.27,137.13,50.575,53.0071
2020-01-06 14:45:00+00:00,34.69,78.975,229.72,137.14,50.49,52.92
2020-01-06 15:00:00+00:00,34.64,78.93,229.75,137.26,50.53,52.93
2020-01-06 15:15:00+00:00,34.7579,79.1533,230.175,137.57,50.655,53.095
2020-01-06 15:30:00+00:00,34.82,79.295,230.55,137.495,50.75,53.12
2020-01-06 15:45:00+00:00,34.77,79.3,230.56,137.39,50.71,53.055
2020-01-06 16:00:00+00:00,34.835,79.5,231.1,137.69,50.8109,53.19
2020-01-06 16:15:00+00:00,34.785,79.31,230.95,137.455,50.8225,53.105
2020-01-06 16:30:00+00:00,34.85,79.44,231.24,137.5466,50.92,53.15
2020-01-06 16:45:00+00:00,34.8382,79.41,231.21,137.3982,50.875,53.1046
2020-01-06 17:00:00+00:00,34.87,79.465,231.73,137.47,50.931,53.125
2020-01-06 17:15:00+00:00,34.8351,79.405,231.79,137.37,50.895,53.12
2020-01-06 17:30:00+00:00,34.9,79.46,232.41,137.635,50.945,53.1748
2020-01-06 17:45:00+00:00,34.86,79.335,232.22,137.53,50.895,53.1
2020-01-06 18:00:00+00:00,34.875,79.37,232.19,137.75,50.94,53.115
2020-01-06 18:15:00+00:00,34.845,79.35,232.28,137.84,50.935,53.16
2020-01-06 18:30:00+00:00,34.82,79.3414,232.43,137.77,50.915,53.12
2020-01-06 18:45:00+00:00,34.8,79.39,232.695,137.74,50.885,53.115
2020-01-06 19:00:00+00:00,34.81,79.395,232.8094,137.8,50.915,53.11
2020-01-06 19:15:00+00:00,34.795,79.32,232.985,137.68,50.87,53.025
2020-01-06 19:30:00+00:00,34.75,79.25,232.978,137.585,50.805,53.025
2020-01-06 19:45:00+00:00,34.755,79.23,232.8983,137.665,50.805,53.0153
2020-01-06 20:00:00+00:00,34.7689,79.255,232.91,137.7,50.895,53.015
2020-01-06 20:15:00+00:00,34.765,79.275,233.02,137.67,50.89,53.01
2020-01-06 20:30:00+00:00,34.81,79.365,233.45,137.79,50.925,52.995
2020-01-06 20:45:00+00:00,34.86,79.46,233.95,138.21,51.02,53.1
2020-01-06 21:00:00+00:00,34.82,79.45,233.95,138.23,51.02,53.1
2020-01-07 14:30:00+00:00,34.825,79.165,236.88,137.54,50.875,52.8857
2020-01-07 14:45:00+00:00,34.78,79.02,236.31,137.1,50.775,52.85
2020-01-07 15:00:00+00:00,34.7427,79.045,237.02,137.2,50.83,52.8341
2020-01-07 15:15:00+00:00,34.745,79.12,236.86,137.175,50.88,52.8345
2020-01-07 15:30:00+00:00,34.755,79.14,237.63,137.05,51.065,52.855
2020-01-07 15:45:00+00:00,34.78,79.225,237.3815,136.9687,51.115,52.88
2020-01-07 16:00:00+00:00,34.8,79.195,237.735,136.785,51.15,52.895
2020-01-07 16:15:00+00:00,34.76,79.115,237.03,136.725,51.1,52.865
2020-01-07 16:30:00+00:00,34.705,78.98,236.21,136.4278,51.0164,52.775
2020-01-07 16:45:00+00:00,34.59,78.85,235.31,136.15,50.85,52.675
2020-01-07 17:00:00+00:00,34.5781,78.86,235.545,136.13,50.855,52.62
2020-01-07 17:15:00+00:00,34.605,78.915,235.595,136.295,50.855,52.615
2020-01-07 17:30:00+00:00,34.58,78.855,235.3049,136.1054,50.815,52.54
2020-01-07 17:45:00+00:00,34.5753,78.855,235.93,135.965,50.879,52.535
2020-01-07 18:00:00+00:00,34.595,78.9076,235.995,135.92,50.89,52.545
2020-01-07 18:15:00+00:00,34.5939,78.82,236.0,135.97,50.885,52.5354
2020-01-07 18:30:00+00:00,34.565,78.75,236.0,135.9199,50.825,52.47
2020-01-07 18:45:00+00:00,34.62,78.8993,236.61,136.16,50.97,52.55
2020-01-07 19:00:00+00:00,34.66,78.91,236.7801,136.285,51.02,52.585
2020-01-07 19:15:00+00:00,34.7159,78.945,236.72,136.42,51.045,52.6746
2020-01-07 19:30:00+00:00,34.725,78.975,236.34,136.54,51.04,52.66
2020-01-07 19:45:00+00:00,34.765,78.97,236.55,136.505,51.055,52.7
2020-01-07 20:00:00+00:00,34.77,78.955,236.24,136.46,51.075,52.785
2020-01-07 20:15:00+00:00,34.705,78.905,235.6,136.38,51.06,52.805
2020-01-07 20:30:00+00:00,34.705,78.84,235.76,136.17,51.005,52.765
2020-01-07 20:45:00+00:00,34.62,78.75,235.515,135.87,50.92,52.65
2020-01-07 21:00:00+00:00,34.6,78.7203,235.72,135.78,50.92,52.69
2020-01-08 14:30:00+00:00,34.87,79.415,236.98,136.61,51.325,53.135
2020-01-08 14:45:00+00:00,34.7956,79.31,237.44,136.62,51.38,53.0
2020-01-08 15:00:00+00:00,34.8234,79.37,237.98,136.7506,51.325,53.1
2020-01-08 15:15:00+00:00,34.81,79.2,237.45,136.575,51.265,53.005
2020-01-08 15:30:00+00:00,34.761,79.1,236.8,136.3033,51.2,53.025
2020-01-08 15:45:00+00:00,34.79,79.1,237.27,136.4,51.21,53.0
2020-01-08 16:00:00+00:00,34.8664,79.255,237.9,136.6919,51.34,52.98
2020-01-08 16:15:00+00:00,34.9049,79.31,238.21,136.74,51.41,52.975
2020-01-08 16:30:00+00:00,35.0,79.73,239.03,137.16,51.63,53.18
2020-01-08 16:45:00+00:00,35.05,79.72,239.02,137.245,51.66,53.25
2020-01-08 17:00:00+00:00,35.055,79.8,239.095,137.29,51.671,53.22
2020-01-08 17:15:00+00:00,35.08,79.78,239.08,137.23,51.67,53.23
2020-01-08 17:30:00+00:00,35.075,79.865,239.14,137.29,51.7235,53.22
2020-01-08 17:45:00+00:00,35.095,79.88,239.09,137.28,51.69,53.225
2020-01-08 18:00:00+00:00,35.11,79.805,238.96,137.215,51.655,53.265
2020-01-08 18:15:00+00:00,35.1651,79.89,239.2,137.385,51.685,53.28
2020-01-08 18:30:00+00:00,35.17,79.965,239.19,137.27,51.73,53.2555
2020-01-08 18:45:00+00:00,35.105,79.89,238.845,137.01,51.715,53.145
2020-01-08 19:00:00+00:00,35.1,79.915,238.71,137.005,51.695,53.1137
2020-01-08 19:15:00+00:00,35.0955,79.86,238.78,136.996,51.685,53.05
2020-01-08 19:30:00+00:00,35.125,79.85,238.92,137.15,51.7325,53.0952
2020-01-08 19:45:00+00:00,35.17,79.895,238.98,137.2454,51.755,53.1
2020-01-08 20:00:00+00:00,35.1674,79.86,238.8229,137.395,51.74,53.1
2020-01-08 20:15:00+00:00,35.12,79.865,239.05,137.45,51.74,53.06
2020-01-08 20:30:00+00:00,35.05,79.69,238.7,137.295,51.675,53.0608
2020-01-08 20:45:00+00:00,34.98,79.38,237.78,136.97,51.56,52.81
2020-01-08 21:00:00+00:00,35.0,79.925,237.89,137.09,51.57,52.8101
2020-01-09 14:30:00+00:00,35.025,79.92,240.18,137.51,51.915,52.765
2020-01-09 14:45:00+00:00,35.095,80.14,241.35,137.54,51.94,52.77
2020-01-09 15:00:00+00:00,35.051,79.95,241.26,137.39,51.85,52.72
2020-01-09 15:15:00+00:00,35.075,79.98,241.37,137.31,51.975,52.715
2020-01-09 15:30:00+00:00,35.0009,79.88,241.64,137.23,51.925,52.665
2020-01-09 15:45:00+00:00,35.035,80.07,241.8,137.38,51.96,52.625
2020-01-09 16:00:00+00:00,35.0345,80.05,241.875,137.4764,52.005,52.545
2020-01-09 16:15:00+00:00,34.985,80.02,241.83,137.3499,52.02,52.525
2020-01-09 16:30:00+00:00,35.05,80.16,242.3425,137.42,52.11,52.57
2020-01-09 16:45:00+00:00,35.145,80.3578,242.99,137.67,52.2035,52.615
2020-01-09 17:00:00+00:00,35.095,80.2869,242.69,137.465,52.22,52.575
2020-01-09 17:15:00+00:00,35.035,80.11,242.41,137.305,52.145,52.545
2020-01-09 17:30:00+00:00,34.95,80.09,241.77,137.1359,52.04,52.57
2020-01-09 17:45:00+00:00,35.02,80.28,242.53,137.29,52.105,52.67
2020-01-09 18:00:00+00:00,35.0,80.27,242.58,137.225,52.1,52.665
2020-01-09 18:15:00+00:00,34.99,80.175,242.1308,137.2238,52.055,52.61
2020-01-09 18:30:00+00:00,34.97,80.09,242.3457,137.215,51.985,52.595
2020-01-09 18:45:00+00:00,34.9632,80.043,242.43,137.215,51.97,52.62
2020-01-09 19:00:00+00:00,34.9848,80.16,242.65,137.34,52.05,52.7
2020-01-09 19:15:00+00:00,34.995,80.0368,242.41,137.325,52.015,52.6758
2020-01-09 19:30:00+00:00,35.005,80.13,242.72,137.39,52.08,52.735
2020-01-09 19:45:00+00:00,34.975,80.05,242.55,137.285,52.04,52.6934
2020-01-09 20:00:00+00:00,34.9683,79.935,242.18,137.18,51.985,52.65
2020-01-09 20:15:00+00:00,34.985,79.945,242.37,137.255,52.02,52.66
2020-01-09 20:30:00+00:00,34.99,79.98,242.62,137.34,52.025,52.655
2020-01-09 20:45:00+00:00,35.04,80.09,242.7,137.44,52.07,52.72
2020-01-09 21:00:00+00:00,35.03,80.08,242.6,137.44,52.06,52.73
2020-01-10 14:30:00+00:00,34.9,79.59,242.59,136.4,52.015,52.64
2020-01-10 14:45:00+00:00,35.005,79.8455,243.2,136.855,52.24,52.6879
2020-01-10 15:00:00+00:00,35.005,79.8166,242.8,136.72,52.265,52.815
2020-01-10 15:15:00+00:00,35.021,79.835,243.15,136.835,52.31,52.84
2020-01-10 15:30:00+00:00,34.945,79.8,242.91,136.74,52.345,52.825
2020-01-10 15:45:00+00:00,34.91,79.77,242.71,136.57,52.28,52.79
2020-01-10 16:00:00+00:00,34.895,79.7,243.09,136.55,52.37,52.805
2020-01-10 16:15:00+00:00,34.84,79.59,242.21,136.345,52.29,52.8
2020-01-10 16:30:00+00:00,34.795,79.47,242.36,136.21,52.25,52.81
2020-01-10 16:45:00+00:00,34.805,79.515,242.57,136.2,52.365,52.775
2020-01-10 17:00:00+00:00,34.795,79.39,242.625,136.165,52.38,52.78
2020-01-10 17:15:00+00:00,34.815,79.5,242.86,136.295,52.425,52.785
2020-01-10 17:30:00+00:00,34.815,79.445,242.78,136.2869,52.35,52.78
2020-01-10 17:45:00+00:00,34.82,79.46,242.69,136.31,52.345,52.78
2020-01-10 18:00:00+00:00,34.835,79.51,242.63,136.48,52.365,52.875
2020-01-10 18:15:00+00:00,34.845,79.57,242.99,136.59,52.375,52.86
2020-01-10 18:30:00+00:00,34.885,79.625,243.08,136.6,52.425,52.865
2020-01-10 18:45:00+00:00,34.89,79.695,243.0233,136.48,52.425,52.86
2020-01-10 19:00:00+00:00,34.86,79.59,242.75,136.34,52.435,52.775
2020-01-10 19:15:00+00:00,34.89,79.6,242.87,136.41,52.46,52.81
2020-01-10 19:30:00+00:00,34.835,79.425,242.4,136.125,52.325,52.715
2020-01-10 19:45:00+00:00,34.8,79.345,242.31,136.12,52.2825,52.71
2020-01-10 20:00:00+00:00,34.755,79.29,242.25,136.06,52.26,52.635
2020-01-10 20:15:00+00:00,34.75,79.275,242.48,136.06,52.235,52.63
2020-01-10 20:30:00+00:00,34.695,79.12,241.73,135.92,52.12,52.51
2020-01-10 20:45:00+00:00,34.75,79.25,242.13,136.09,52.22,52.5
2020-01-10 21:00:00+00:00,34.72,79.32,242.11,136.1,52.21,52.66
2020-01-13 14:30:00+00:00,34.76,79.22,243.775,136.14,52.27,52.055
2020-01-13 14:45:00+00:00,34.75,79.27,244.18,136.12,52.395,52.001
2020-01-13 15:00:00+00:00,34.6886,79.1,243.165,135.82,52.37,51.895
2020-01-13 15:15:00+00:00,34.738,79.12,244.02,135.9701,52.4,51.93
2020-01-13 15:30:00+00:00,34.6753,79.165,243.99,135.885,52.43,51.905
2020-01-13 15:45:00+00:00,34.735,79.47,244.47,135.9058,52.465,51.935
2020-01-13 16:00:00+00:00,34.775,79.58,244.905,135.8855,52.435,51.9
2020-01-13 16:15:00+00:00,34.835,79.705,244.9,135.82,52.61,51.905
2020-01-13 16:30:00+00:00,34.85,79.82,245.07,135.94,52.6347,51.9
2020-01-13 16:45:00+00:00,34.9,79.835,245.69,136.09,52.6989,52.07
2020-01-13 17:00:00+00:00,34.94,79.89,245.62,136.25,52.675,52.09
2020-01-13 17:15:00+00:00,34.915,79.75,245.8301,136.22,52.62,52.13
2020-01-13 17:30:00+00:00,34.875,79.77,245.68,136.33,52.57,52.035
2020-01-13 17:45:00+00:00,34.915,79.76,245.76,136.31,52.575,52.06
2020-01-13 18:00:00+00:00,34.91,79.79,245.8502,136.425,52.57,52.02
2020-01-13 18:15:00+00:00,34.9054,79.835,245.955,136.4001,52.615,52.025
2020-01-13 18:30:00+00:00,34.935,79.915,245.8624,136.485,52.53,52.06
2020-01-13 18:45:00+00:00,34.93,80.01,245.84,136.56,52.58,52.045
2020-01-13 19:00:00+00:00,34.971,80.245,245.93,136.6369,52.585,52.085
2020-01-13 19:15:00+00:00,34.9357,80.2,245.57,136.63,52.555,52.1
2020-01-13 19:30:00+00:00,34.925,80.155,245.58,136.5991,52.565,52.05
2020-01-13 19:45:00+00:00,34.9468,80.21,245.51,136.675,52.565,52.05
2020-01-13 20:00:00+00:00,34.94,80.245,245.4,136.73,52.565,52.05
2020-01-13 20:15:00+00:00,34.955,80.27,245.13,136.84,52.54,52.055
2020-01-13 20:30:00+00:00,34.98,80.465,245.255,136.955,52.62,52.07
2020-01-13 20:45:00+00:00,35.04,80.65,245.23,137.19,52.78,52.11
2020-01-13 21:00:00+00:00,35.06,80.65,245.21,137.2,52.78,52.11
2020-01-14 14:30:00+00:00,35.1455,82.13,245.375,139.88,52.745,50.205
2020-01-14 14:45:00+00:00,35.385,82.24,245.66,140.0907,52.93,50.64
2020-01-14 15:00:00+00:00,35.48,82.3,245.93,140.255,52.9513,50.5311
2020-01-14 15:15:00+00:00,35.525,82.43,245.915,140.22,52.8732,50.33
2020-01-14 15:30:00+00:00,35.545,82.52,246.75,140.2343,52.98,50.135
2020-01-14 15:45:00+00:00,35.445,82.3677,246.26,140.0,52.94,49.965
2020-01-14 16:00:00+00:00,35.515,82.383,246.63,140.185,52.87,50.115
2020-01-14 16:15:00+00:00,35.5,82.66,246.85,140.09,52.99,50.15
2020-01-14 16:30:00+00:00,35.5251,82.87,247.39,140.07,52.995,50.09
2020-01-14 16:45:00+00:00,35.54,82.95,247.2695,139.92,53.001,50.028
2020-01-14 17:00:00+00:00,35.515,82.77,247.2843,139.805,53.005,49.9839
2020-01-14 17:15:00+00:00,35.51,82.7876,247.91,139.84,53.025,50.015
2020-01-14 17:30:00+00:00,35.515,82.7422,248.32,139.6368,53.115,49.9932
2020-01-14 17:45:00+00:00,35.535,82.715,248.19,139.64,53.12,49.98
2020-01-14 18:00:00+00:00,35.545,82.805,247.98,139.875,53.15,49.95
2020-01-14 18:15:00+00:00,35.612,82.815,248.21,139.75,53.21,49.8943
2020-01-14 18:30:00+00:00,35.51,82.61,247.31,139.3,52.98,49.7791
2020-01-14 18:45:00+00:00,35.4873,82.695,247.26,139.35,52.98,49.6295
2020-01-14 19:00:00+00:00,35.4,82.44,246.5,139.02,52.8601,49.49
2020-01-14 19:15:00+00:00,35.417,82.53,246.78,139.36,52.925,49.64
2020-01-14 19:30:00+00:00,35.43,82.37,246.67,139.55,53.05,49.715
2020-01-14 19:45:00+00:00,35.37,82.115,246.34,139.26,52.96,49.76
2020-01-14 20:00:00+00:00,35.33,81.96,245.89,138.8616,52.92,49.625
2020-01-14 20:15:00+00:00,35.345,82.145,245.59,139.1,52.945,49.555
2020-01-14 20:30:00+00:00,35.32,81.725,245.85,138.67,52.85,49.445
2020-01-14 20:45:00+00:00,35.32,81.9,245.53,138.72,52.85,49.3
2020-01-14 21:00:00+00:00,35.41,81.91,245.95,139.0,52.91,49.42
2020-01-15 14:30:00+00:00,34.555,80.89,242.5,138.07,52.4595,48.305
2020-01-15 14:45:00+00:00,34.68,81.6,244.44,138.19,52.72,48.48
2020-01-15 15:00:00+00:00,34.5843,81.3646,245.655,137.9,52.77,48.335
2020-01-15 15:15:00+00:00,34.535,81.27,245.62,137.89,52.715,48.5
2020-01-15 15:30:00+00:00,34.6,81.55,248.8895,137.965,52.855,48.371
2020-01-15 15:45:00+00:00,34.53,81.43,247.79,137.73,52.75,48.31
2020-01-15 16:00:00+00:00,34.505,81.2,247.4,137.415,52.76,48.235
2020-01-15 16:15:00+00:00,34.636,81.2,247.16,137.45,52.72,48.205
2020-01-15 16:30:00+00:00,34.715,81.19,248.05,137.27,52.755,48.255
2020-01-15 16:45:00+00:00,34.57,81.19,247.75,136.98,52.605,48.255
2020-01-15 17:00:00+00:00,34.62,81.095,247.975,136.9879,52.61,48.225
2020-01-15 17:15:00+00:00,34.63,80.9347,248.02,136.74,52.58,48.205
2020-01-15 17:30:00+00:00,34.665,80.95,247.435,136.57,52.61,48.215
2020-01-15 17:45:00+00:00,34.605,80.785,245.69,136.365,52.45,48.2
2020-01-15 18:00:00+00:00,34.625,80.945,246.535,136.235,52.56,48.115
2020-01-15 18:15:00+00:00,34.625,80.925,246.48,136.395,52.58,48.075
2020-01-15 18:30:00+00:00,34.615,80.88,246.44,136.361,52.51,48.0152
2020-01-15 18:45:00+00:00,34.525,80.81,246.06,136.26,52.425,48.005
2020-01-15 19:00:00+00:00,34.5572,80.945,247.1401,136.43,52.615,48.09
2020-01-15 19:15:00+00:00,34.605,81.09,247.19,136.46,52.685,48.07
2020-01-15 19:30:00+00:00,34.68,81.1653,247.12,136.39,52.72,48.125
2020-01-15 19:45:00+00:00,34.62,81.09,247.03,136.36,52.75,48.155
2020-01-15 20:00:00+00:00,34.56,80.96,246.3,136.36,52.67,48.085
2020-01-15 20:15:00+00:00,34.525,80.885,245.7398,136.35,52.655,48.055
2020-01-15 20:30:00+00:00,34.505,80.835,244.935,136.405,52.675,48.105
2020-01-15 20:45:00+00:00,34.68,81.25,245.36,136.79,52.93,48.32
2020-01-15 21:00:00+00:00,34.7,81.24,245.21,136.8,52.9,48.3
2020-01-16 14:30:00+00:00,34.78,81.655,247.4,137.39,56.61,48.55
2020-01-16 14:45:00+00:00,34.625,81.1,247.28,136.94,55.95,48.61
2020-01-16 15:00:00+00:00,34.7132,81.06,247.76,137.24,56.215,48.705
2020-01-16 15:15:00+00:00,34.65,81.01,246.99,137.215,56.62,48.615
2020-01-16 15:30:00+00:00,34.765,81.08,247.62,137.53,56.815,48.795
2020-01-16 15:45:00+00:00,34.69,80.99,247.325,137.4,56.67,48.82
2020-01-16 16:00:00+00:00,34.69,80.925,247.73,137.64,56.65,48.91
2020-01-16 16:15:00+00:00,34.695,81.045,248.05,137.435,56.665,48.97
2020-01-16 16:30:00+00:00,34.76,81.18,248.23,137.64,56.885,49.26
2020-01-16 16:45:00+00:00,34.735,81.02,248.18,137.81,56.995,49.16
2020-01-16 17:00:00+00:00,34.79,81.11,248.33,137.7,57.095,49.185
2020-01-16 17:15:00+00:00,34.74,81.0265,247.99,137.5599,56.9993,49.1561
2020-01-16 17:30:00+00:00,34.757,81.15,248.05,137.525,57.205,49.195
2020-01-16 17:45:00+00:00,34.8045,81.195,247.85,137.56,57.23,49.1742
2020-01-16 18:00:00+00:00,34.775,81.14,248.17,137.31,57.14,49.23
2020-01-16 18:15:00+00:00,34.79,81.18,248.28,137.27,57.0801,49.265
2020-01-16 18:30:00+00:00,34.755,81.09,248.64,137.26,57.18,49.235
2020-01-16 18:45:00+00:00,34.705,80.98,248.37,137.2348,57.02,49.225
2020-01-16 19:00:00+00:00,34.741,81.0458,248.51,137.245,57.045,49.195
2020-01-16 19:15:00+00:00,34.735,81.025,248.39,137.1817,56.88,49.175
2020-01-16 19:30:00+00:00,34.705,80.86,247.86,136.925,56.705,49.02
2020-01-16 19:45:00+00:00,34.75,80.94,248.43,136.9879,56.695,49.04
2020-01-16 20:00:00+00:00,34.755,80.91,248.44,137.055,56.61,49.11
2020-01-16 20:15:00+00:00,34.755,80.975,248.78,136.99,56.668,49.155
2020-01-16 20:30:00+00:00,34.755,81.05,249.11,137.15,56.58,49.175
2020-01-16 20:45:00+00:00,34.73,81.01,249.745,137.29,56.46,49.26
2020-01-16 21:00:00+00:00,34.68,81.0,249.38,137.25,56.44,49.25
2020-01-17 14:30:00+00:00,34.765,81.02,248.94,137.66,56.82,49.1507
2020-01-17 14:45:00+00:00,34.785,81.24,248.58,137.74,56.89,48.88
2020-01-17 15:00:00+00:00,34.815,81.275,248.875,137.89,56.825,48.855
2020-01-17 15:15:00+00:00,34.81,81.21,249.95,138.215,56.98,48.9501
2020-01-17 15:30:00+00:00,34.77,81.11,250.0,138.27,56.9751,48.83
2020-01-17 15:45:00+00:00,34.725,81.11,249.86,138.11,56.96,48.7877
2020-01-17 16:00:00+00:00,34.63,80.94,249.08,137.93,56.81,48.67
2020-01-17 16:15:00+00:00,34.645,81.0433,249.735,138.0299,57.0589,48.68
2020-01-17 16:30:00+00:00,34.68,81.1634,250.02,138.06,57.11,48.73
2020-01-17 16:45:00+00:00,34.6733,81.14,249.88,138.1,57.14,48.725
2020-01-17 17:00:00+00:00,34.675,81.135,249.96,138.05,57.19,48.79
2020-01-17 17:15:00+00:00,34.685,81.17,249.94,138.0414,57.3,48.8249
2020-01-17 17:30:00+00:00,34.64,81.14,249.74,138.035,57.21,48.7953
2020-01-17 17:45:00+00:00,34.63,81.155,249.42,137.97,57.16,48.79
2020-01-17 18:00:00+00:00,34.63,81.165,249.735,137.89,57.1802,48.785
2020-01-17 18:15:00+00:00,34.63,81.135,249.5858,137.89,57.085,48.805
2020-01-17 18:30:00+00:00,34.64,81.155,249.7,137.84,57.08,48.895
2020-01-17 18:45:00+00:00,34.62,81.13,249.72,137.95,57.14,48.92
2020-01-17 19:00:00+00:00,34.625,81.09,249.88,137.89,57.25,48.92
2020-01-17 19:15:00+00:00,34.64,81.08,249.78,137.872,57.335,48.905
2020-01-17 19:30:00+00:00,34.665,81.0124,249.77,137.785,57.34,48.955
2020-01-17 19:45:00+00:00,34.65,81.065,249.62,137.89,57.375,48.995
2020-01-17 20:00:00+00:00,34.63,80.85,249.0986,137.795,57.31,49.03
2020-01-17 20:15:00+00:00,34.6546,80.96,248.92,138.03,57.335,49.095
2020-01-17 20:30:00+00:00,34.66,80.955,248.54,137.9466,57.295,49.055
2020-01-17 20:45:00+00:00,34.71,81.11,249.46,138.15,57.5,49.17
2020-01-17 21:00:00+00:00,34.67,81.12,249.46,137.91,57.45,49.18
2020-01-21 14:30:00+00:00,34.375,80.61,248.09,137.46,56.215,49.275
2020-01-21 14:45:00+00:00,34.445,80.6,248.28,137.43,55.99,49.24
2020-01-21 15:00:00+00:00,34.3717,80.5075,247.36,137.26,55.6738,49.32
2020-01-21 15:15:00+00:00,34.4028,80.43,246.89,137.25,55.72,49.38
2020-01-21 15:30:00+00:00,34.38,80.41,246.83,137.3,55.624,49.515
2020-01-21 15:45:00+00:00,34.35,80.345,247.09,137.425,55.63,49.51
2020-01-21 16:00:00+00:00,34.3652,80.405,247.53,137.585,55.465,49.6
2020-01-21 16:15:00+00:00,34.38,80.47,247.73,137.62,55.4035,49.62
2020-01-21 16:30:00+00:00,34.41,80.66,248.09,137.7813,55.48,49.695
2020-01-21 16:45:00+00:00,34.4765,80.81,248.47,137.97,55.635,49.76
2020-01-21 17:00:00+00:00,34.48,80.755,248.25,137.89,55.555,49.69
